source,url,suggested_fix
https://www.boost.org/library/develop/pfr/,https://www.boost.org/libs/pfr,https://www.boost.org/doc/libs/latest/libs/pfr
https://www.boost.org/library/develop/variant2/,https://www.boost.org/libs/variant2,https://www.boost.org/doc/libs/latest/libs/variant2
https://www.boost.org/library/develop/tokenizer/,https://www.boost.org/libs/tokenizer,https://www.boost.org/doc/libs/latest/libs/tokenizer
https://www.boost.org/library/develop/multi_index/,https://www.boost.org/libs/multi_index,https://www.boost.org/doc/libs/latest/libs/multi_index
https://www.boost.org/library/develop/bloom/,https://www.boost.org/libs/bloom,https://www.boost.org/doc/libs/latest/libs/bloom
https://www.boost.org/library/develop/json/,https://www.boost.org/libs/json,https://www.boost.org/doc/libs/latest/libs/json
https://www.boost.org/library/develop/unordered/,https://www.boost.org/libs/unordered,https://www.boost.org/doc/libs/latest/libs/unordered
https://www.boost.org/library/develop/property_map_parallel/,https://www.boost.org/libs/property_map,https://www.boost.org/doc/libs/latest/libs/property_map
https://www.boost.org/library/develop/property_map_parallel/,https://www.boost.org/libs/graph_parallel,https://www.boost.org/doc/libs/latest/libs/graph_parallel
https://www.boost.org/library/develop/variant/,https://www.boost.org/libs/variant,https://www.boost.org/doc/libs/latest/libs/variant
https://www.boost.org/library/develop/stacktrace/,https://www.boost.org/libs/stacktrace,https://www.boost.org/doc/libs/latest/libs/stacktrace
https://www.boost.org/library/develop/hash2/,https://www.boost.org/libs/hash2/,https://www.boost.org/doc/libs/latest/libs/hash2/
https://www.boost.org/library/develop/lambda2/,https://www.boost.org/libs/lambda2/,https://www.boost.org/doc/libs/latest/libs/lambda2/
https://www.boost.org/library/develop/log/,https://www.boost.org/libs/log,https://www.boost.org/doc/libs/latest/libs/log
https://www.boost.org/library/develop/flyweight/,https://www.boost.org/libs/flyweight,https://www.boost.org/doc/libs/latest/libs/flyweight
https://www.boost.org/library/develop/dll/,https://www.boost.org/libs/dll,https://www.boost.org/doc/libs/latest/libs/dll
https://www.boost.org/library/develop/conversion/,https://www.boost.org/libs/conversion,https://www.boost.org/doc/libs/latest/libs/conversion
https://www.boost.org/library/develop/container_hash/,https://www.boost.org/libs/container_hash,https://www.boost.org/doc/libs/latest/libs/container_hash
https://www.boost.org/library/develop/assert/,https://www.boost.org/libs/assert,https://www.boost.org/doc/libs/latest/libs/assert
https://www.boost.org/library/develop/gil/,https://www.boost.org/libs/gil,https://www.boost.org/doc/libs/latest/libs/gil
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/any/,https://www.boost.org/doc/libs/latest/libs/any/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/atomic/,https://www.boost.org/doc/libs/latest/libs/atomic/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/charconv,https://www.boost.org/doc/libs/latest/libs/charconv
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/cobalt/,https://www.boost.org/doc/libs/latest/libs/cobalt/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/container_hash/,https://www.boost.org/doc/libs/latest/libs/container_hash/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/detail/,https://www.boost.org/doc/libs/latest/libs/detail/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/iterator/,https://www.boost.org/doc/libs/latest/libs/iterator/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/docs/libs/master/libs/mysql/doc/html/mysql/benchmarks.html,https://www.boost.org/docs/doc/libs/latest/libs/master/doc/libs/latest/libs/mysql/doc/html/mysql/benchmarks.html
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/process/,https://www.boost.org/doc/libs/latest/libs/process/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/system/,https://www.boost.org/doc/libs/latest/libs/system/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/unordered/,https://www.boost.org/doc/libs/latest/libs/unordered/
https://www.boost.org/releases/1.89.0/,https://www.boost.org/libs/histogram/,https://www.boost.org/doc/libs/latest/libs/histogram/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/nowide/,https://www.boost.org/doc/libs/latest/libs/nowide/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/align/,https://www.boost.org/doc/libs/latest/libs/align/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/assert/,https://www.boost.org/doc/libs/latest/libs/assert/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/beast/doc/html/beast/release_notes.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/release_notes.html
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/context/,https://www.boost.org/doc/libs/latest/libs/context/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/date_time/,https://www.boost.org/doc/libs/latest/libs/date_time/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/flyweight/index.html,https://www.boost.org/doc/libs/latest/libs/flyweight/index.html
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/histogram/doc/html/histogram/history.html,https://www.boost.org/doc/libs/latest/libs/histogram/doc/html/histogram/history.html
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/icl/,https://www.boost.org/doc/libs/latest/libs/icl/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/io/,https://www.boost.org/doc/libs/latest/libs/io/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/log/doc/html/log/changelog.html,https://www.boost.org/doc/libs/latest/libs/log/doc/html/log/changelog.html
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/multi_index/,https://www.boost.org/doc/libs/latest/libs/multi_index/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/outcome/,https://www.boost.org/doc/libs/latest/libs/outcome/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/poly_collection/,https://www.boost.org/doc/libs/latest/libs/poly_collection/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/test/doc/html/boost_test/change_log.html,https://www.boost.org/doc/libs/latest/libs/test/doc/html/boost_test/change_log.html
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/throw_exception/,https://www.boost.org/doc/libs/latest/libs/throw_exception/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/tti/,https://www.boost.org/doc/libs/latest/libs/tti/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/utility/,https://www.boost.org/doc/libs/latest/libs/utility/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/variant/,https://www.boost.org/doc/libs/latest/libs/variant/
https://www.boost.org/users/history/version_1_73_0.html,https://www.boost.org/libs/winapi/,https://www.boost.org/doc/libs/latest/libs/winapi/
https://www.boost.org/users/history/version_1_72_0.html,https://www.boost.org/libs/circular_buffer/,https://www.boost.org/doc/libs/latest/libs/circular_buffer/
https://www.boost.org/users/history/version_1_72_0.html,https://www.boost.org/libs/endian/,https://www.boost.org/doc/libs/latest/libs/endian/
https://www.boost.org/users/history/version_1_72_0.html,https://www.boost.org/libs/functional/factory/,https://www.boost.org/doc/libs/latest/libs/functional/factory/
https://www.boost.org/users/history/version_1_72_0.html,https://www.boost.org/libs/mpi/,https://www.boost.org/doc/libs/latest/libs/mpi/
https://www.boost.org/users/history/version_1_72_0.html,https://www.boost.org/libs/preprocessor/,https://www.boost.org/doc/libs/latest/libs/preprocessor/
https://www.boost.org/users/history/version_1_72_0.html,https://www.boost.org/libs/vmd/,https://www.boost.org/doc/libs/latest/libs/vmd/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/fiber/,https://www.boost.org/doc/libs/latest/libs/fiber/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/histogram/index.html,https://www.boost.org/doc/libs/latest/libs/histogram/index.html
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/iostreams/,https://www.boost.org/doc/libs/latest/libs/iostreams/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/intrusive/,https://www.boost.org/doc/libs/latest/libs/intrusive/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/metaparse/,https://www.boost.org/doc/libs/latest/libs/metaparse/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/move/,https://www.boost.org/doc/libs/latest/libs/move/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/multi_array/,https://www.boost.org/doc/libs/latest/libs/multi_array/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/multi_index/doc/tutorial/key_extraction.html#x_mem_fun,https://www.boost.org/doc/libs/latest/libs/multi_index/doc/tutorial/key_extraction.html#x_mem_fun
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/multi_index/doc/reference/key_extraction.html#key,https://www.boost.org/doc/libs/latest/libs/multi_index/doc/reference/key_extraction.html#key
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/parameter/doc/html/index.html,https://www.boost.org/doc/libs/latest/libs/parameter/doc/html/index.html
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/accumulators/doc/html/index.html,https://www.boost.org/doc/libs/latest/libs/accumulators/doc/html/index.html
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/mp11/doc/html/mp11.html,https://www.boost.org/doc/libs/latest/libs/mp11/doc/html/mp11.html
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/ptr_container/,https://www.boost.org/doc/libs/latest/libs/ptr_container/
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/users/history/libs/test/doc/html/boost_test/change_log.html,https://www.boost.org/users/history/doc/libs/latest/libs/test/doc/html/boost_test/change_log.html
https://www.boost.org/users/history/version_1_71_0.html,https://www.boost.org/libs/yap/,https://www.boost.org/doc/libs/latest/libs/yap/
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/quickref.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/quickref.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/using_io/asio_refresher.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/using_io/asio_refresher.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/using_io/writing_composed_operations/echo.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/using_io/writing_composed_operations/echo.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/using_io/writing_composed_operations/detect_ssl.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/using_io/writing_composed_operations/detect_ssl.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/example/websocket/server/chat-multi,https://www.boost.org/doc/libs/latest/libs/beast/example/websocket/server/chat-multi
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/example/websocket/server/chat-multi/chat_client.html,https://www.boost.org/doc/libs/latest/libs/beast/example/websocket/server/chat-multi/chat_client.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__basic_stream.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__basic_stream.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__tcp_stream.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__tcp_stream.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__error.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__error.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__simple_rate_policy.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__simple_rate_policy.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__unlimited_rate_policy.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__unlimited_rate_policy.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/concepts/RatePolicy.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/concepts/RatePolicy.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__async_base.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__async_base.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__stable_async_base.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__stable_async_base.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/beast/doc/html/beast/ref/boost__beast__ssl_stream.html,https://www.boost.org/doc/libs/latest/libs/beast/doc/html/beast/ref/boost__beast__ssl_stream.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/coroutine2/,https://www.boost.org/doc/libs/latest/libs/coroutine2/
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/dll/BOOST_DLL_USE_STD_FS.html,https://www.boost.org/doc/libs/latest/libs/dll/BOOST_DLL_USE_STD_FS.html
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/integer/,https://www.boost.org/doc/libs/latest/libs/integer/
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/spirit/,https://www.boost.org/doc/libs/latest/libs/spirit/
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/type_traits/,https://www.boost.org/doc/libs/latest/libs/type_traits/
https://www.boost.org/users/history/version_1_70_0.html,https://www.boost.org/libs/numeric/ublas/,https://www.boost.org/doc/libs/latest/libs/numeric/ublas/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/safe_numerics/,https://www.boost.org/doc/libs/latest/libs/safe_numerics/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/assign/,https://www.boost.org/doc/libs/latest/libs/assign/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/concept_check/,https://www.boost.org/doc/libs/latest/libs/concept_check/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/function/,https://www.boost.org/doc/libs/latest/libs/function/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/logic/,https://www.boost.org/doc/libs/latest/libs/logic/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/multi_index/doc/tutorial/key_extraction.html#key,https://www.boost.org/doc/libs/latest/libs/multi_index/doc/tutorial/key_extraction.html#key
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/pool/,https://www.boost.org/doc/libs/latest/libs/pool/
https://www.boost.org/users/history/version_1_69_0.html,https://www.boost.org/libs/rational/,https://www.boost.org/doc/libs/latest/libs/rational/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/fusion/,https://www.boost.org/doc/libs/latest/libs/fusion/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/graph/,https://www.boost.org/doc/libs/latest/libs/graph/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/multi_index/index.html,https://www.boost.org/doc/libs/latest/libs/multi_index/index.html
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/multiprecision,https://www.boost.org/doc/libs/latest/libs/multiprecision
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/optional/,https://www.boost.org/doc/libs/latest/libs/optional/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/predef/,https://www.boost.org/doc/libs/latest/libs/predef/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/program_options/,https://www.boost.org/doc/libs/latest/libs/program_options/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/python/,https://www.boost.org/doc/libs/latest/libs/python/
https://www.boost.org/users/history/version_1_68_0.html,https://www.boost.org/libs/signals/,https://www.boost.org/doc/libs/latest/libs/signals/
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/contract/,https://www.boost.org/doc/libs/latest/libs/contract/
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/hof/,https://www.boost.org/doc/libs/latest/libs/hof/
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/math/index.html,https://www.boost.org/doc/libs/latest/libs/math/index.html
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/utility/operators.htm#deref,https://www.boost.org/doc/libs/latest/libs/utility/operators.htm#deref
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/multiprecision/index.html,https://www.boost.org/doc/libs/latest/libs/multiprecision/index.html
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/optional/index.html,https://www.boost.org/doc/libs/latest/libs/optional/index.html
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/phoenix/,https://www.boost.org/doc/libs/latest/libs/phoenix/
https://www.boost.org/users/history/version_1_67_0.html,https://www.boost.org/libs/units/,https://www.boost.org/doc/libs/latest/libs/units/
https://www.boost.org/users/history/version_1_66_0.html,https://www.boost.org/libs/callable_traits/,https://www.boost.org/doc/libs/latest/libs/callable_traits/
https://www.boost.org/users/history/version_1_66_0.html,https://www.boost.org/libs/format/,https://www.boost.org/doc/libs/latest/libs/format/
https://www.boost.org/users/history/version_1_66_0.html,https://www.boost.org/libs/regex/,https://www.boost.org/doc/libs/latest/libs/regex/
https://www.boost.org/users/history/version_1_66_0.html,https://www.boost.org/libs/thread/,https://www.boost.org/doc/libs/latest/libs/thread/
https://www.boost.org/users/history/version_1_65_1.html,https://www.boost.org/libs/config/,https://www.boost.org/doc/libs/latest/libs/config/
https://www.boost.org/users/history/version_1_65_1.html,https://www.boost.org/libs/functional/hash/,https://www.boost.org/doc/libs/latest/libs/functional/hash/
https://www.boost.org/users/history/version_1_65_1.html,https://www.boost.org/libs/typeof/,https://www.boost.org/doc/libs/latest/libs/typeof/
https://www.boost.org/users/history/version_1_63_0.html,https://www.boost.org/libs/geometry,https://www.boost.org/doc/libs/latest/libs/geometry
https://www.boost.org/users/history/version_1_63_0.html,https://www.boost.org/libs/functional/hash,https://www.boost.org/doc/libs/latest/libs/functional/hash
https://www.boost.org/users/history/version_1_62_0.html,https://www.boost.org/libs/qvm/doc/index.html,https://www.boost.org/doc/libs/latest/libs/qvm/doc/index.html
https://www.boost.org/users/history/version_1_62_0.html,https://www.boost.org/libs/chrono/,https://www.boost.org/doc/libs/latest/libs/chrono/
https://www.boost.org/users/history/version_1_62_0.html,https://www.boost.org/libs/coroutine/,https://www.boost.org/doc/libs/latest/libs/coroutine/
https://www.boost.org/users/history/version_1_62_0.html,https://www.boost.org/libs/functional/forward/,https://www.boost.org/doc/libs/latest/libs/functional/forward/
https://www.boost.org/users/history/version_1_61_0.html,https://www.boost.org/libs/compute/,https://www.boost.org/doc/libs/latest/libs/compute/
https://www.boost.org/users/history/version_1_61_0.html,https://www.boost.org/libs/hana/,https://www.boost.org/doc/libs/latest/libs/hana/
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#lex-normal,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#lex-normal
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#lex-relative,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#lex-relative
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#op-relative,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#op-relative
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#weakly_canonical,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#weakly_canonical
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#path-iterators,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#path-iterators
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#path-size,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#path-size
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/filesystem/doc/reference.html#path-decomposition,https://www.boost.org/doc/libs/latest/libs/filesystem/doc/reference.html#path-decomposition
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/locale,https://www.boost.org/doc/libs/latest/libs/locale
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/numeric/odeint,https://www.boost.org/doc/libs/latest/libs/numeric/odeint
https://www.boost.org/users/news/version_1_60_0,https://www.boost.org/libs/predef/doc/html/predef/history.html#predef.history.1_4,https://www.boost.org/doc/libs/latest/libs/predef/doc/html/predef/history.html#predef.history.1_4
https://www.boost.org/users/news/version_1_59_0,https://www.boost.org/libs/convert/,https://www.boost.org/doc/libs/latest/libs/convert/
https://www.boost.org/users/news/version_1_59_0,https://www.boost.org/users/news/libs/fusion/doc/html/fusion/sequence/concepts/unbounded_sequence.html,https://www.boost.org/users/news/doc/libs/latest/libs/fusion/doc/html/fusion/sequence/concepts/unbounded_sequence.html
